borrower_id,scenario,branch,year,window,quarter,kind,obligation_year,cash_out_eur,share_of_working_capital
B004,current_policies,proposal,2028,2028 Q2,2,prepayment,2028,1755.0,0.0007019999999999998
B004,current_policies,proposal,2028,2028 Q3,3,prepayment,2028,1755.0,0.0007019999999999998
B004,current_policies,proposal,2028,2028 Q4,4,prepayment,2028,1755.0,0.0007019999999999998
B004,current_policies,proposal,2028,2028 settlement by 30 September,,settlement,2027,3510.0,0.0014040000000000012
B004,current_policies,proposal,2029,2029 Q1,1,prepayment,2029,2632.5,0.0010530000000000001
B004,current_policies,proposal,2029,2029 Q2,2,prepayment,2029,2632.5,0.0010530000000000001
B004,current_policies,proposal,2029,2029 Q3,3,prepayment,2029,2632.5,0.0010530000000000001
B004,current_policies,proposal,2029,2029 Q4,4,prepayment,2029,2632.5,0.0010530000000000001
B004,current_policies,proposal,2029,2029 settlement by 30 September,,settlement,2028,7020.0,0.0028079999999999993
B004,current_policies,proposal,2030,2030 Q1,1,prepayment,2030,3510.0,0.0014039999999999996
B004,current_policies,proposal,2030,2030 Q2,2,prepayment,2030,3510.0,0.0014039999999999996
B004,current_policies,proposal,2030,2030 Q3,3,prepayment,2030,3510.0,0.0014039999999999996
B004,current_policies,proposal,2030,2030 Q4,4,prepayment,2030,3510.0,0.0014039999999999996
B004,current_policies,proposal,2030,2030 settlement by 30 September,,settlement,2029,10530.0,0.0042120000000000005
B004,current_policies,proposal,2031,2031 Q1,1,prepayment,2031,5265.0,0.0021060000000000002
B004,current_policies,proposal,2031,2031 Q2,2,prepayment,2031,5265.0,0.0021060000000000002
B004,current_policies,proposal,2031,2031 Q3,3,prepayment,2031,5265.0,0.0021060000000000002
B004,current_policies,proposal,2031,2031 Q4,4,prepayment,2031,5265.0,0.0021060000000000002
B004,current_policies,proposal,2031,2031 settlement by 30 September,,settlement,2030,14040.0,0.005615999999999999
B004,current_policies,proposal,2032,2032 Q1,1,prepayment,2032,7020.0,0.002808
B004,current_policies,proposal,2032,2032 Q2,2,prepayment,2032,7020.0,0.002808
B004,current_policies,proposal,2032,2032 Q3,3,prepayment,2032,7020.0,0.002808
B004,current_policies,proposal,2032,2032 Q4,4,prepayment,2032,7020.0,0.002808
B004,current_policies,proposal,2032,2032 settlement by 30 September,,settlement,2031,21060.0,0.008424000000000001
B004,current_policies,proposal,2033,2033 Q1,1,prepayment,2033,8775.0,0.00351
B004,current_policies,proposal,2033,2033 Q2,2,prepayment,2033,8775.0,0.00351
B004,current_policies,proposal,2033,2033 Q3,3,prepayment,2033,8775.0,0.00351
B004,current_policies,proposal,2033,2033 Q4,4,prepayment,2033,8775.0,0.00351
B004,current_policies,proposal,2033,2033 settlement by 30 September,,settlement,2032,28080.0,0.011232
B004,current_policies,proposal,2034,2034 Q1,1,prepayment,2034,10530.0,0.004212
B004,current_policies,proposal,2034,2034 Q2,2,prepayment,2034,10530.0,0.004212
B004,current_policies,proposal,2034,2034 Q3,3,prepayment,2034,10530.0,0.004212
B004,current_policies,proposal,2034,2034 Q4,4,prepayment,2034,10530.0,0.004212
B004,current_policies,proposal,2034,2034 settlement by 30 September,,settlement,2033,35100.0,0.01404
B004,current_policies,proposal,2035,2035 Q1,1,prepayment,2035,12285.0,0.004914
B004,current_policies,proposal,2035,2035 Q2,2,prepayment,2035,12285.0,0.004914
B004,current_policies,proposal,2035,2035 Q3,3,prepayment,2035,12285.0,0.004914
B004,current_policies,proposal,2035,2035 Q4,4,prepayment,2035,12285.0,0.004914
B004,current_policies,proposal,2035,2035 settlement by 30 September,,settlement,2034,42120.0,0.016848
B004,current_policies,proposal,2036,2036 settlement by 30 September,,settlement,2035,49140.0,0.019656
B004,delayed_transition,adopted,2027,2027 February to September,,block,2026,4680.0,0.001872000000000002
B004,delayed_transition,adopted,2027,2027 Q1,1,prepayment,2027,1170.0,0.0004680000000000005
B004,delayed_transition,adopted,2027,2027 Q2,2,prepayment,2027,1170.0,0.0004680000000000005
B004,delayed_transition,adopted,2027,2027 Q3,3,prepayment,2027,1170.0,0.0004680000000000005
B004,delayed_transition,adopted,2027,2027 Q4,4,prepayment,2027,1170.0,0.0004680000000000005
B004,delayed_transition,adopted,2028,2028 Q1,1,prepayment,2028,2340.0,0.0009359999999999998
B004,delayed_transition,adopted,2028,2028 Q2,2,prepayment,2028,2340.0,0.0009359999999999998
B004,delayed_transition,adopted,2028,2028 Q3,3,prepayment,2028,2340.0,0.0009359999999999998
B004,delayed_transition,adopted,2028,2028 Q4,4,prepayment,2028,2340.0,0.0009359999999999998
B004,delayed_transition,adopted,2028,2028 settlement by 30 September,,settlement,2027,4680.0,0.001872000000000002
B004,delayed_transition,adopted,2029,2029 Q1,1,prepayment,2029,5265.0,0.002106
B004,delayed_transition,adopted,2029,2029 Q2,2,prepayment,2029,5265.0,0.002106
B004,delayed_transition,adopted,2029,2029 Q3,3,prepayment,2029,5265.0,0.002106
B004,delayed_transition,adopted,2029,2029 Q4,4,prepayment,2029,5265.0,0.002106
B004,delayed_transition,adopted,2029,2029 settlement by 30 September,,settlement,2028,9360.0,0.003743999999999999
B004,delayed_transition,adopted,2030,2030 Q1,1,prepayment,2030,11349.0,0.0045396
B004,delayed_transition,adopted,2030,2030 Q2,2,prepayment,2030,11349.0,0.0045396
B004,delayed_transition,adopted,2030,2030 Q3,3,prepayment,2030,11349.0,0.0045396
B004,delayed_transition,adopted,2030,2030 Q4,4,prepayment,2030,11349.0,0.0045396
B004,delayed_transition,adopted,2030,2030 settlement by 30 September,,settlement,2029,21060.0,0.008424
B004,delayed_transition,adopted,2031,2031 Q1,1,prepayment,2031,14274.0,0.0057096
B004,delayed_transition,adopted,2031,2031 Q2,2,prepayment,2031,14274.0,0.0057096
B004,delayed_transition,adopted,2031,2031 Q3,3,prepayment,2031,14274.0,0.0057096
B004,delayed_transition,adopted,2031,2031 Q4,4,prepayment,2031,14274.0,0.0057096
B004,delayed_transition,adopted,2031,2031 settlement by 30 September,,settlement,2030,45396.0,0.0181584
B004,delayed_transition,adopted,2032,2032 Q1,1,prepayment,2032,17199.0,0.0068796
B004,delayed_transition,adopted,2032,2032 Q2,2,prepayment,2032,17199.0,0.0068796
B004,delayed_transition,adopted,2032,2032 Q3,3,prepayment,2032,17199.0,0.0068796
B004,delayed_transition,adopted,2032,2032 Q4,4,prepayment,2032,17199.0,0.0068796
B004,delayed_transition,adopted,2032,2032 settlement by 30 September,,settlement,2031,57096.0,0.0228384
B004,delayed_transition,adopted,2033,2033 Q1,1,prepayment,2033,20124.0,0.0080496
B004,delayed_transition,adopted,2033,2033 Q2,2,prepayment,2033,20124.0,0.0080496
B004,delayed_transition,adopted,2033,2033 Q3,3,prepayment,2033,20124.0,0.0080496
B004,delayed_transition,adopted,2033,2033 Q4,4,prepayment,2033,20124.0,0.0080496
B004,delayed_transition,adopted,2033,2033 settlement by 30 September,,settlement,2032,68796.0,0.0275184
B004,delayed_transition,adopted,2034,2034 Q1,1,prepayment,2034,23400.0,0.00936
B004,delayed_transition,adopted,2034,2034 Q2,2,prepayment,2034,23400.0,0.00936
B004,delayed_transition,adopted,2034,2034 Q3,3,prepayment,2034,23400.0,0.00936
B004,delayed_transition,adopted,2034,2034 Q4,4,prepayment,2034,23400.0,0.00936
B004,delayed_transition,adopted,2034,2034 settlement by 30 September,,settlement,2033,80496.0,0.0321984
B004,delayed_transition,adopted,2035,2035 Q1,1,prepayment,2035,23400.0,0.00936
B004,delayed_transition,adopted,2035,2035 Q2,2,prepayment,2035,23400.0,0.00936
B004,delayed_transition,adopted,2035,2035 Q3,3,prepayment,2035,23400.0,0.00936
B004,delayed_transition,adopted,2035,2035 Q4,4,prepayment,2035,23400.0,0.00936
B004,delayed_transition,adopted,2035,2035 settlement by 30 September,,settlement,2034,93600.0,0.03744
B004,delayed_transition,adopted,2036,2036 settlement by 30 September,,settlement,2035,93600.0,0.03744
B004,delayed_transition,proposal,2027,2027 February to September,,block,2026,4680.0,0.001872000000000002
B004,delayed_transition,proposal,2027,2027 Q1,1,prepayment,2027,1170.0,0.0004680000000000005
B004,delayed_transition,proposal,2027,2027 Q2,2,prepayment,2027,1170.0,0.0004680000000000005
B004,delayed_transition,proposal,2027,2027 Q3,3,prepayment,2027,1170.0,0.0004680000000000005
B004,delayed_transition,proposal,2027,2027 Q4,4,prepayment,2027,1170.0,0.0004680000000000005
B004,delayed_transition,proposal,2028,2028 Q1,1,prepayment,2028,2340.0,0.0009359999999999998
B004,delayed_transition,proposal,2028,2028 Q2,2,prepayment,2028,2340.0,0.0009359999999999998
B004,delayed_transition,proposal,2028,2028 Q3,3,prepayment,2028,2340.0,0.0009359999999999998
B004,delayed_transition,proposal,2028,2028 Q4,4,prepayment,2028,2340.0,0.0009359999999999998
B004,delayed_transition,proposal,2028,2028 settlement by 30 September,,settlement,2027,4680.0,0.001872000000000002
B004,delayed_transition,proposal,2029,2029 Q1,1,prepayment,2029,3510.0,0.001404
B004,delayed_transition,proposal,2029,2029 Q2,2,prepayment,2029,3510.0,0.001404
B004,delayed_transition,proposal,2029,2029 Q3,3,prepayment,2029,3510.0,0.001404
B004,delayed_transition,proposal,2029,2029 Q4,4,prepayment,2029,3510.0,0.001404
B004,delayed_transition,proposal,2029,2029 settlement by 30 September,,settlement,2028,9360.0,0.003743999999999999
B004,delayed_transition,proposal,2030,2030 Q1,1,prepayment,2030,4680.0,0.0018719999999999995
B004,delayed_transition,proposal,2030,2030 Q2,2,prepayment,2030,4680.0,0.0018719999999999995
B004,delayed_transition,proposal,2030,2030 Q3,3,prepayment,2030,4680.0,0.0018719999999999995
B004,delayed_transition,proposal,2030,2030 Q4,4,prepayment,2030,4680.0,0.0018719999999999995
B004,delayed_transition,proposal,2030,2030 settlement by 30 September,,settlement,2029,14040.0,0.005616
B004,delayed_transition,proposal,2031,2031 Q1,1,prepayment,2031,7020.0,0.002808
B004,delayed_transition,proposal,2031,2031 Q2,2,prepayment,2031,7020.0,0.002808
B004,delayed_transition,proposal,2031,2031 Q3,3,prepayment,2031,7020.0,0.002808
B004,delayed_transition,proposal,2031,2031 Q4,4,prepayment,2031,7020.0,0.002808
B004,delayed_transition,proposal,2031,2031 settlement by 30 September,,settlement,2030,18720.0,0.007487999999999998
B004,delayed_transition,proposal,2032,2032 Q1,1,prepayment,2032,9360.0,0.003744
B004,delayed_transition,proposal,2032,2032 Q2,2,prepayment,2032,9360.0,0.003744
B004,delayed_transition,proposal,2032,2032 Q3,3,prepayment,2032,9360.0,0.003744
B004,delayed_transition,proposal,2032,2032 Q4,4,prepayment,2032,9360.0,0.003744
B004,delayed_transition,proposal,2032,2032 settlement by 30 September,,settlement,2031,28080.0,0.011232
B004,delayed_transition,proposal,2033,2033 Q1,1,prepayment,2033,11700.0,0.00468
B004,delayed_transition,proposal,2033,2033 Q2,2,prepayment,2033,11700.0,0.00468
B004,delayed_transition,proposal,2033,2033 Q3,3,prepayment,2033,11700.0,0.00468
B004,delayed_transition,proposal,2033,2033 Q4,4,prepayment,2033,11700.0,0.00468
B004,delayed_transition,proposal,2033,2033 settlement by 30 September,,settlement,2032,37440.0,0.014976
B004,delayed_transition,proposal,2034,2034 Q1,1,prepayment,2034,14040.0,0.005616
B004,delayed_transition,proposal,2034,2034 Q2,2,prepayment,2034,14040.0,0.005616
B004,delayed_transition,proposal,2034,2034 Q3,3,prepayment,2034,14040.0,0.005616
B004,delayed_transition,proposal,2034,2034 Q4,4,prepayment,2034,14040.0,0.005616
B004,delayed_transition,proposal,2034,2034 settlement by 30 September,,settlement,2033,46800.0,0.01872
B004,delayed_transition,proposal,2035,2035 Q1,1,prepayment,2035,16380.0,0.006552
B004,delayed_transition,proposal,2035,2035 Q2,2,prepayment,2035,16380.0,0.006552
B004,delayed_transition,proposal,2035,2035 Q3,3,prepayment,2035,16380.0,0.006552
B004,delayed_transition,proposal,2035,2035 Q4,4,prepayment,2035,16380.0,0.006552
B004,delayed_transition,proposal,2035,2035 settlement by 30 September,,settlement,2034,56160.0,0.022464
B004,delayed_transition,proposal,2036,2036 settlement by 30 September,,settlement,2035,65520.0,0.026208
B004,net_zero_2050,adopted,2027,2027 February to September,,block,2026,5850.0,0.0023400000000000022
B004,net_zero_2050,adopted,2027,2027 Q1,1,prepayment,2027,1462.5,0.0005850000000000006
B004,net_zero_2050,adopted,2027,2027 Q2,2,prepayment,2027,1462.5,0.0005850000000000006
B004,net_zero_2050,adopted,2027,2027 Q3,3,prepayment,2027,1462.5,0.0005850000000000006
B004,net_zero_2050,adopted,2027,2027 Q4,4,prepayment,2027,1462.5,0.0005850000000000006
B004,net_zero_2050,adopted,2028,2028 Q1,1,prepayment,2028,2925.0,0.0011699999999999998
B004,net_zero_2050,adopted,2028,2028 Q2,2,prepayment,2028,2925.0,0.0011699999999999998
B004,net_zero_2050,adopted,2028,2028 Q3,3,prepayment,2028,2925.0,0.0011699999999999998
B004,net_zero_2050,adopted,2028,2028 Q4,4,prepayment,2028,2925.0,0.0011699999999999998
B004,net_zero_2050,adopted,2028,2028 settlement by 30 September,,settlement,2027,5850.0,0.0023400000000000022
B004,net_zero_2050,adopted,2029,2029 Q1,1,prepayment,2029,6581.25,0.0026324999999999994
B004,net_zero_2050,adopted,2029,2029 Q2,2,prepayment,2029,6581.25,0.0026324999999999994
B004,net_zero_2050,adopted,2029,2029 Q3,3,prepayment,2029,6581.25,0.0026324999999999994
B004,net_zero_2050,adopted,2029,2029 Q4,4,prepayment,2029,6581.25,0.0026324999999999994
B004,net_zero_2050,adopted,2029,2029 settlement by 30 September,,settlement,2028,11700.0,0.004679999999999999
B004,net_zero_2050,adopted,2030,2030 Q1,1,prepayment,2030,14186.25,0.0056745
B004,net_zero_2050,adopted,2030,2030 Q2,2,prepayment,2030,14186.25,0.0056745
B004,net_zero_2050,adopted,2030,2030 Q3,3,prepayment,2030,14186.25,0.0056745
B004,net_zero_2050,adopted,2030,2030 Q4,4,prepayment,2030,14186.25,0.0056745
B004,net_zero_2050,adopted,2030,2030 settlement by 30 September,,settlement,2029,26325.0,0.010529999999999998
B004,net_zero_2050,adopted,2031,2031 Q1,1,prepayment,2031,17842.5,0.007137
B004,net_zero_2050,adopted,2031,2031 Q2,2,prepayment,2031,17842.5,0.007137
B004,net_zero_2050,adopted,2031,2031 Q3,3,prepayment,2031,17842.5,0.007137
B004,net_zero_2050,adopted,2031,2031 Q4,4,prepayment,2031,17842.5,0.007137
B004,net_zero_2050,adopted,2031,2031 settlement by 30 September,,settlement,2030,56745.0,0.022698
B004,net_zero_2050,adopted,2032,2032 Q1,1,prepayment,2032,21498.75,0.0085995
B004,net_zero_2050,adopted,2032,2032 Q2,2,prepayment,2032,21498.75,0.0085995
B004,net_zero_2050,adopted,2032,2032 Q3,3,prepayment,2032,21498.75,0.0085995
B004,net_zero_2050,adopted,2032,2032 Q4,4,prepayment,2032,21498.75,0.0085995
B004,net_zero_2050,adopted,2032,2032 settlement by 30 September,,settlement,2031,71370.0,0.028548
B004,net_zero_2050,adopted,2033,2033 Q1,1,prepayment,2033,25155.0,0.010062
B004,net_zero_2050,adopted,2033,2033 Q2,2,prepayment,2033,25155.0,0.010062
B004,net_zero_2050,adopted,2033,2033 Q3,3,prepayment,2033,25155.0,0.010062
B004,net_zero_2050,adopted,2033,2033 Q4,4,prepayment,2033,25155.0,0.010062
B004,net_zero_2050,adopted,2033,2033 settlement by 30 September,,settlement,2032,85995.0,0.034398
B004,net_zero_2050,adopted,2034,2034 Q1,1,prepayment,2034,29250.0,0.0117
B004,net_zero_2050,adopted,2034,2034 Q2,2,prepayment,2034,29250.0,0.0117
B004,net_zero_2050,adopted,2034,2034 Q3,3,prepayment,2034,29250.0,0.0117
B004,net_zero_2050,adopted,2034,2034 Q4,4,prepayment,2034,29250.0,0.0117
B004,net_zero_2050,adopted,2034,2034 settlement by 30 September,,settlement,2033,100620.0,0.040248
B004,net_zero_2050,adopted,2035,2035 Q1,1,prepayment,2035,29250.0,0.0117
B004,net_zero_2050,adopted,2035,2035 Q2,2,prepayment,2035,29250.0,0.0117
B004,net_zero_2050,adopted,2035,2035 Q3,3,prepayment,2035,29250.0,0.0117
B004,net_zero_2050,adopted,2035,2035 Q4,4,prepayment,2035,29250.0,0.0117
B004,net_zero_2050,adopted,2035,2035 settlement by 30 September,,settlement,2034,117000.0,0.0468
B004,net_zero_2050,adopted,2036,2036 settlement by 30 September,,settlement,2035,117000.0,0.0468
B004,net_zero_2050,proposal,2027,2027 February to September,,block,2026,5850.0,0.0023400000000000022
B004,net_zero_2050,proposal,2027,2027 Q1,1,prepayment,2027,1462.5,0.0005850000000000006
B004,net_zero_2050,proposal,2027,2027 Q2,2,prepayment,2027,1462.5,0.0005850000000000006
B004,net_zero_2050,proposal,2027,2027 Q3,3,prepayment,2027,1462.5,0.0005850000000000006
B004,net_zero_2050,proposal,2027,2027 Q4,4,prepayment,2027,1462.5,0.0005850000000000006
B004,net_zero_2050,proposal,2028,2028 Q1,1,prepayment,2028,2925.0,0.0011699999999999998
B004,net_zero_2050,proposal,2028,2028 Q2,2,prepayment,2028,2925.0,0.0011699999999999998
B004,net_zero_2050,proposal,2028,2028 Q3,3,prepayment,2028,2925.0,0.0011699999999999998
B004,net_zero_2050,proposal,2028,2028 Q4,4,prepayment,2028,2925.0,0.0011699999999999998
B004,net_zero_2050,proposal,2028,2028 settlement by 30 September,,settlement,2027,5850.0,0.0023400000000000022
B004,net_zero_2050,proposal,2029,2029 Q1,1,prepayment,2029,4387.5,0.0017550000000000003
B004,net_zero_2050,proposal,2029,2029 Q2,2,prepayment,2029,4387.5,0.0017550000000000003
B004,net_zero_2050,proposal,2029,2029 Q3,3,prepayment,2029,4387.5,0.0017550000000000003
B004,net_zero_2050,proposal,2029,2029 Q4,4,prepayment,2029,4387.5,0.0017550000000000003
B004,net_zero_2050,proposal,2029,2029 settlement by 30 September,,settlement,2028,11700.0,0.004679999999999999
B004,net_zero_2050,proposal,2030,2030 Q1,1,prepayment,2030,5850.0,0.0023399999999999996
B004,net_zero_2050,proposal,2030,2030 Q2,2,prepayment,2030,5850.0,0.0023399999999999996
B004,net_zero_2050,proposal,2030,2030 Q3,3,prepayment,2030,5850.0,0.0023399999999999996
B004,net_zero_2050,proposal,2030,2030 Q4,4,prepayment,2030,5850.0,0.0023399999999999996
B004,net_zero_2050,proposal,2030,2030 settlement by 30 September,,settlement,2029,17550.0,0.007020000000000001
B004,net_zero_2050,proposal,2031,2031 Q1,1,prepayment,2031,8775.0,0.0035100000000000005
B004,net_zero_2050,proposal,2031,2031 Q2,2,prepayment,2031,8775.0,0.0035100000000000005
B004,net_zero_2050,proposal,2031,2031 Q3,3,prepayment,2031,8775.0,0.0035100000000000005
B004,net_zero_2050,proposal,2031,2031 Q4,4,prepayment,2031,8775.0,0.0035100000000000005
B004,net_zero_2050,proposal,2031,2031 settlement by 30 September,,settlement,2030,23400.0,0.009359999999999999
B004,net_zero_2050,proposal,2032,2032 Q1,1,prepayment,2032,11700.0,0.00468
B004,net_zero_2050,proposal,2032,2032 Q2,2,prepayment,2032,11700.0,0.00468
B004,net_zero_2050,proposal,2032,2032 Q3,3,prepayment,2032,11700.0,0.00468
B004,net_zero_2050,proposal,2032,2032 Q4,4,prepayment,2032,11700.0,0.00468
B004,net_zero_2050,proposal,2032,2032 settlement by 30 September,,settlement,2031,35100.0,0.014040000000000002
B004,net_zero_2050,proposal,2033,2033 Q1,1,prepayment,2033,14625.0,0.00585
B004,net_zero_2050,proposal,2033,2033 Q2,2,prepayment,2033,14625.0,0.00585
B004,net_zero_2050,proposal,2033,2033 Q3,3,prepayment,2033,14625.0,0.00585
B004,net_zero_2050,proposal,2033,2033 Q4,4,prepayment,2033,14625.0,0.00585
B004,net_zero_2050,proposal,2033,2033 settlement by 30 September,,settlement,2032,46800.0,0.01872
B004,net_zero_2050,proposal,2034,2034 Q1,1,prepayment,2034,17550.0,0.00702
B004,net_zero_2050,proposal,2034,2034 Q2,2,prepayment,2034,17550.0,0.00702
B004,net_zero_2050,proposal,2034,2034 Q3,3,prepayment,2034,17550.0,0.00702
B004,net_zero_2050,proposal,2034,2034 Q4,4,prepayment,2034,17550.0,0.00702
B004,net_zero_2050,proposal,2034,2034 settlement by 30 September,,settlement,2033,58500.0,0.0234
B004,net_zero_2050,proposal,2035,2035 Q1,1,prepayment,2035,20475.0,0.00819
B004,net_zero_2050,proposal,2035,2035 Q2,2,prepayment,2035,20475.0,0.00819
B004,net_zero_2050,proposal,2035,2035 Q3,3,prepayment,2035,20475.0,0.00819
B004,net_zero_2050,proposal,2035,2035 Q4,4,prepayment,2035,20475.0,0.00819
B004,net_zero_2050,proposal,2035,2035 settlement by 30 September,,settlement,2034,70200.0,0.02808
B004,net_zero_2050,proposal,2036,2036 settlement by 30 September,,settlement,2035,81900.0,0.03276
B006,current_policies,adopted,2027,2027 February to September,,block,2026,855.0,0.0009500000000000009
B006,current_policies,adopted,2027,2027 Q1,1,prepayment,2027,213.75,0.00023750000000000022
B006,current_policies,adopted,2027,2027 Q2,2,prepayment,2027,213.75,0.00023750000000000022
B006,current_policies,adopted,2027,2027 Q3,3,prepayment,2027,213.75,0.00023750000000000022
B006,current_policies,adopted,2027,2027 Q4,4,prepayment,2027,213.75,0.00023750000000000022
B006,current_policies,adopted,2028,2028 Q1,1,prepayment,2028,427.5,0.0004749999999999999
B006,current_policies,adopted,2028,2028 Q2,2,prepayment,2028,427.5,0.0004749999999999999
B006,current_policies,adopted,2028,2028 Q3,3,prepayment,2028,427.5,0.0004749999999999999
B006,current_policies,adopted,2028,2028 Q4,4,prepayment,2028,427.5,0.0004749999999999999
B006,current_policies,adopted,2028,2028 settlement by 30 September,,settlement,2027,855.0,0.0009500000000000009
B006,current_policies,adopted,2029,2029 Q1,1,prepayment,2029,961.87,0.0010687499999999998
B006,current_policies,adopted,2029,2029 Q2,2,prepayment,2029,961.87,0.0010687499999999998
B006,current_policies,adopted,2029,2029 Q3,3,prepayment,2029,961.87,0.0010687499999999998
B006,current_policies,adopted,2029,2029 Q4,4,prepayment,2029,961.87,0.0010687499999999998
B006,current_policies,adopted,2029,2029 settlement by 30 September,,settlement,2028,1710.0,0.0018999999999999996
B006,current_policies,adopted,2030,2030 Q1,1,prepayment,2030,2073.38,0.00230375
B006,current_policies,adopted,2030,2030 Q2,2,prepayment,2030,2073.38,0.00230375
B006,current_policies,adopted,2030,2030 Q3,3,prepayment,2030,2073.38,0.00230375
B006,current_policies,adopted,2030,2030 Q4,4,prepayment,2030,2073.38,0.00230375
B006,current_policies,adopted,2030,2030 settlement by 30 September,,settlement,2029,3847.5,0.004274999999999999
B006,current_policies,adopted,2031,2031 Q1,1,prepayment,2031,2607.75,0.0028975
B006,current_policies,adopted,2031,2031 Q2,2,prepayment,2031,2607.75,0.0028975
B006,current_policies,adopted,2031,2031 Q3,3,prepayment,2031,2607.75,0.0028975
B006,current_policies,adopted,2031,2031 Q4,4,prepayment,2031,2607.75,0.0028975
B006,current_policies,adopted,2031,2031 settlement by 30 September,,settlement,2030,8293.5,0.009215
B006,current_policies,adopted,2032,2032 Q1,1,prepayment,2032,3142.12,0.00349125
B006,current_policies,adopted,2032,2032 Q2,2,prepayment,2032,3142.12,0.00349125
B006,current_policies,adopted,2032,2032 Q3,3,prepayment,2032,3142.12,0.00349125
B006,current_policies,adopted,2032,2032 Q4,4,prepayment,2032,3142.12,0.00349125
B006,current_policies,adopted,2032,2032 settlement by 30 September,,settlement,2031,10431.0,0.01159
B006,current_policies,adopted,2033,2033 Q1,1,prepayment,2033,3676.5,0.004085
B006,current_policies,adopted,2033,2033 Q2,2,prepayment,2033,3676.5,0.004085
B006,current_policies,adopted,2033,2033 Q3,3,prepayment,2033,3676.5,0.004085
B006,current_policies,adopted,2033,2033 Q4,4,prepayment,2033,3676.5,0.004085
B006,current_policies,adopted,2033,2033 settlement by 30 September,,settlement,2032,12568.5,0.013965
B006,current_policies,adopted,2034,2034 Q1,1,prepayment,2034,4275.0,0.00475
B006,current_policies,adopted,2034,2034 Q2,2,prepayment,2034,4275.0,0.00475
B006,current_policies,adopted,2034,2034 Q3,3,prepayment,2034,4275.0,0.00475
B006,current_policies,adopted,2034,2034 Q4,4,prepayment,2034,4275.0,0.00475
B006,current_policies,adopted,2034,2034 settlement by 30 September,,settlement,2033,14706.0,0.01634
B006,current_policies,adopted,2035,2035 Q1,1,prepayment,2035,4275.0,0.00475
B006,current_policies,adopted,2035,2035 Q2,2,prepayment,2035,4275.0,0.00475
B006,current_policies,adopted,2035,2035 Q3,3,prepayment,2035,4275.0,0.00475
B006,current_policies,adopted,2035,2035 Q4,4,prepayment,2035,4275.0,0.00475
B006,current_policies,adopted,2035,2035 settlement by 30 September,,settlement,2034,17100.0,0.019
B006,current_policies,adopted,2036,2036 settlement by 30 September,,settlement,2035,17100.0,0.019
B006,current_policies,proposal,2027,2027 February to September,,block,2026,855.0,0.0009500000000000009
B006,current_policies,proposal,2027,2027 Q1,1,prepayment,2027,213.75,0.00023750000000000022
B006,current_policies,proposal,2027,2027 Q2,2,prepayment,2027,213.75,0.00023750000000000022
B006,current_policies,proposal,2027,2027 Q3,3,prepayment,2027,213.75,0.00023750000000000022
B006,current_policies,proposal,2027,2027 Q4,4,prepayment,2027,213.75,0.00023750000000000022
B006,current_policies,proposal,2028,2028 Q1,1,prepayment,2028,427.5,0.0004749999999999999
B006,current_policies,proposal,2028,2028 Q2,2,prepayment,2028,427.5,0.0004749999999999999
B006,current_policies,proposal,2028,2028 Q3,3,prepayment,2028,427.5,0.0004749999999999999
B006,current_policies,proposal,2028,2028 Q4,4,prepayment,2028,427.5,0.0004749999999999999
B006,current_policies,proposal,2028,2028 settlement by 30 September,,settlement,2027,855.0,0.0009500000000000009
B006,current_policies,proposal,2029,2029 Q1,1,prepayment,2029,641.25,0.0007125000000000001
B006,current_policies,proposal,2029,2029 Q2,2,prepayment,2029,641.25,0.0007125000000000001
B006,current_policies,proposal,2029,2029 Q3,3,prepayment,2029,641.25,0.0007125000000000001
B006,current_policies,proposal,2029,2029 Q4,4,prepayment,2029,641.25,0.0007125000000000001
B006,current_policies,proposal,2029,2029 settlement by 30 September,,settlement,2028,1710.0,0.0018999999999999996
B006,current_policies,proposal,2030,2030 Q1,1,prepayment,2030,855.0,0.0009499999999999998
B006,current_policies,proposal,2030,2030 Q2,2,prepayment,2030,855.0,0.0009499999999999998
B006,current_policies,proposal,2030,2030 Q3,3,prepayment,2030,855.0,0.0009499999999999998
B006,current_policies,proposal,2030,2030 Q4,4,prepayment,2030,855.0,0.0009499999999999998
B006,current_policies,proposal,2030,2030 settlement by 30 September,,settlement,2029,2565.0,0.0028500000000000005
B006,current_policies,proposal,2031,2031 Q1,1,prepayment,2031,1282.5,0.0014250000000000003
B006,current_policies,proposal,2031,2031 Q2,2,prepayment,2031,1282.5,0.0014250000000000003
B006,current_policies,proposal,2031,2031 Q3,3,prepayment,2031,1282.5,0.0014250000000000003
B006,current_policies,proposal,2031,2031 Q4,4,prepayment,2031,1282.5,0.0014250000000000003
B006,current_policies,proposal,2031,2031 settlement by 30 September,,settlement,2030,3420.0,0.003799999999999999
B006,current_policies,proposal,2032,2032 Q1,1,prepayment,2032,1710.0,0.0019
B006,current_policies,proposal,2032,2032 Q2,2,prepayment,2032,1710.0,0.0019
B006,current_policies,proposal,2032,2032 Q3,3,prepayment,2032,1710.0,0.0019
B006,current_policies,proposal,2032,2032 Q4,4,prepayment,2032,1710.0,0.0019
B006,current_policies,proposal,2032,2032 settlement by 30 September,,settlement,2031,5130.0,0.005700000000000001
B006,current_policies,proposal,2033,2033 Q1,1,prepayment,2033,2137.5,0.002375
B006,current_policies,proposal,2033,2033 Q2,2,prepayment,2033,2137.5,0.002375
