factor_id,source_class,activity,unit,gas,value_primary,source_primary,vintage_primary,value_crosscheck,source_crosscheck,vintage_crosscheck,deviation_pct,flags,notes
process_alu_c2f6_swpb,process,"Aluminium - PFC from anode effects, SWPB cell technology",kg gas per tonne Al,C2F6,0.4,IPCC 2006 GL Vol.3 Ch.4 (Metal Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.4 Table 4.15 (Tier 1 default PFC EFs by cell technology), SWPB C2F6 = 0.4 kg/t Al. Technology codes: CWPB = Centre Worked Prebake, SWPB = Side Worked Prebake, VSS = Vertical Stud Soderberg, HSS = Horizontal Stud Soderberg. Uncertainty is very wide (CWPB -99%/+380%). IPCC states these defaults 'should only be used in the absence of Tier 2 or Tier 3 data' - SPEC 5 therefore requires the anode-effect slope method where AE data exist, and this row must carry the 'default' flag into the calculation trail when used."
process_alu_cf4_vss,process,"Aluminium - PFC from anode effects, VSS cell technology",kg gas per tonne Al,CF4,0.8,IPCC 2006 GL Vol.3 Ch.4 (Metal Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.4 Table 4.15 (Tier 1 default PFC EFs by cell technology), VSS CF4 = 0.8 kg/t Al. Technology codes: CWPB = Centre Worked Prebake, SWPB = Side Worked Prebake, VSS = Vertical Stud Soderberg, HSS = Horizontal Stud Soderberg. Uncertainty is very wide (CWPB -99%/+380%). IPCC states these defaults 'should only be used in the absence of Tier 2 or Tier 3 data' - SPEC 5 therefore requires the anode-effect slope method where AE data exist, and this row must carry the 'default' flag into the calculation trail when used."
process_alu_c2f6_vss,process,"Aluminium - PFC from anode effects, VSS cell technology",kg gas per tonne Al,C2F6,0.04,IPCC 2006 GL Vol.3 Ch.4 (Metal Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.4 Table 4.15 (Tier 1 default PFC EFs by cell technology), VSS C2F6 = 0.04 kg/t Al. Technology codes: CWPB = Centre Worked Prebake, SWPB = Side Worked Prebake, VSS = Vertical Stud Soderberg, HSS = Horizontal Stud Soderberg. Uncertainty is very wide (CWPB -99%/+380%). IPCC states these defaults 'should only be used in the absence of Tier 2 or Tier 3 data' - SPEC 5 therefore requires the anode-effect slope method where AE data exist, and this row must carry the 'default' flag into the calculation trail when used."
process_alu_cf4_hss,process,"Aluminium - PFC from anode effects, HSS cell technology",kg gas per tonne Al,CF4,0.4,IPCC 2006 GL Vol.3 Ch.4 (Metal Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.4 Table 4.15 (Tier 1 default PFC EFs by cell technology), HSS CF4 = 0.4 kg/t Al. Technology codes: CWPB = Centre Worked Prebake, SWPB = Side Worked Prebake, VSS = Vertical Stud Soderberg, HSS = Horizontal Stud Soderberg. Uncertainty is very wide (CWPB -99%/+380%). IPCC states these defaults 'should only be used in the absence of Tier 2 or Tier 3 data' - SPEC 5 therefore requires the anode-effect slope method where AE data exist, and this row must carry the 'default' flag into the calculation trail when used."
process_alu_c2f6_hss,process,"Aluminium - PFC from anode effects, HSS cell technology",kg gas per tonne Al,C2F6,0.03,IPCC 2006 GL Vol.3 Ch.4 (Metal Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.4 Table 4.15 (Tier 1 default PFC EFs by cell technology), HSS C2F6 = 0.03 kg/t Al. Technology codes: CWPB = Centre Worked Prebake, SWPB = Side Worked Prebake, VSS = Vertical Stud Soderberg, HSS = Horizontal Stud Soderberg. Uncertainty is very wide (CWPB -99%/+380%). IPCC states these defaults 'should only be used in the absence of Tier 2 or Tier 3 data' - SPEC 5 therefore requires the anode-effect slope method where AE data exist, and this row must carry the 'default' flag into the calculation trail when used."
process_hno3_n2o_nscr,process,Nitric acid - plants with NSCR abatement (all processes),kg N2O per tonne nitric acid (100% HNO3),N2O,2,IPCC 2006 GL Vol.3 Ch.3 (Chemical Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.3 Table 3.3 (default factors for nitric acid production), +/-10%. Source: van Balken (2005). Factors relate to 100 percent pure acid - normalise plant tonnage to 100% HNO3 first. ABATED case. The NSCR and destruction factors already incorporate the abatement effect, so do NOT apply a separate destruction efficiency on top; IPCC requires verifying the abatement kit is installed AND operated year-round before using them. Convert to CO2e with the AR6 N2O GWP row gwp_n2o (SPEC 5 fertilisers line)."
process_hno3_n2o_destruction,process,Nitric acid - plants with process-integrated or tailgas N2O destruction,kg N2O per tonne nitric acid (100% HNO3),N2O,2.5,IPCC 2006 GL Vol.3 Ch.3 (Chemical Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.3 Table 3.3 (default factors for nitric acid production), +/-10%. Source: van Balken (2005). Factors relate to 100 percent pure acid - normalise plant tonnage to 100% HNO3 first. ABATED case. The NSCR and destruction factors already incorporate the abatement effect, so do NOT apply a separate destruction efficiency on top; IPCC requires verifying the abatement kit is installed AND operated year-round before using them. Convert to CO2e with the AR6 N2O GWP row gwp_n2o (SPEC 5 fertilisers line)."
process_hno3_n2o_atmospheric,process,"Nitric acid - atmospheric (low) pressure plants, unabated",kg N2O per tonne nitric acid (100% HNO3),N2O,5,IPCC 2006 GL Vol.3 Ch.3 (Chemical Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.3 Table 3.3 (default factors for nitric acid production), +/-10%. Source: van Balken (2005). Factors relate to 100 percent pure acid - normalise plant tonnage to 100% HNO3 first. UNABATED case. The NSCR and destruction factors already incorporate the abatement effect, so do NOT apply a separate destruction efficiency on top; IPCC requires verifying the abatement kit is installed AND operated year-round before using them. Convert to CO2e with the AR6 N2O GWP row gwp_n2o (SPEC 5 fertilisers line)."
process_hno3_n2o_medium,process,"Nitric acid - medium pressure combustion plants, unabated",kg N2O per tonne nitric acid (100% HNO3),N2O,7,IPCC 2006 GL Vol.3 Ch.3 (Chemical Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.3 Table 3.3 (default factors for nitric acid production), +/-20%. Source: van Balken (2005). Factors relate to 100 percent pure acid - normalise plant tonnage to 100% HNO3 first. UNABATED case. The NSCR and destruction factors already incorporate the abatement effect, so do NOT apply a separate destruction efficiency on top; IPCC requires verifying the abatement kit is installed AND operated year-round before using them. Convert to CO2e with the AR6 N2O GWP row gwp_n2o (SPEC 5 fertilisers line)."
process_hno3_n2o_high,process,"Nitric acid - high pressure plants, unabated",kg N2O per tonne nitric acid (100% HNO3),N2O,9,IPCC 2006 GL Vol.3 Ch.3 (Chemical Industry),2006 Guidelines,,,,,tier1-default,"IPCC 2006 Vol.3 Ch.3 Table 3.3 (default factors for nitric acid production), +/-40%. Source: van Balken (2005). Factors relate to 100 percent pure acid - normalise plant tonnage to 100% HNO3 first. UNABATED case. The NSCR and destruction factors already incorporate the abatement effect, so do NOT apply a separate destruction efficiency on top; IPCC requires verifying the abatement kit is installed AND operated year-round before using them. Convert to CO2e with the AR6 N2O GWP row gwp_n2o (SPEC 5 fertilisers line)."
stoich_limestone_caco3,stoichiometric,Limestone flux calcination (CaCO3 -> CaO + CO2),tCO2 per tonne CaCO3,CO2,0.43971,IPCC 2006 GL Vol.3 Ch.2 (Mineral Industry) Table 2.1 (= molar mass ratio),2006 Guidelines,0.44,SPEC 4 pinned constant / molar mass,exact chemistry,0.07,stoichiometric,"IPCC 2006 Vol.3 Ch.2 Table 2.1, Calcite/aragonite CaCO3, formula weight 100.0869, EF 0.43971 tCO2 per tonne carbonate at 100% calcination. This is a molar-mass identity (44.0095/100.0869), not an empirical estimate. SPEC 4 pins the rounded 0.440 - recorded as cross-check; the 0.07% difference is rounding only. Used for steel/cement flux (SPEC 5 steel route gate)."
stoich_dolomite,stoichiometric,Dolomite flux calcination (CaMg(CO3)2 -> CaO + MgO + 2 CO2),tCO2 per tonne dolomite,CO2,0.47732,IPCC 2006 GL Vol.3 Ch.2 (Mineral Industry) Table 2.1 (= molar mass ratio),2006 Guidelines,0.477,SPEC 4 pinned constant / molar mass,exact chemistry,-0.07,stoichiometric,"IPCC 2006 Vol.3 Ch.2 Table 2.1, Dolomite CaMg(CO3)2, formula weight 184.4008, EF 0.47732 tCO2 per tonne carbonate at 100% calcination (2 mol CO2 per mol dolomite). Molar-mass identity. SPEC 4 pins the rounded 0.477 - recorded as cross-check."
stoich_urea_co2_uptake,stoichiometric,Urea production - CO2 consumed (negative / uptake line),tCO2 per tonne urea,CO2,0.733,"IPCC 2006 GL Vol.3 Ch.3 (Chemical Industry) (urea production, p.3.16)",2006 Guidelines,0.733,SPEC 4 pinned constant / molar mass,exact chemistry,0.00,stoichiometric,"IPCC 2006 Vol.3 Ch.3, Urea Production section, stated verbatim: 'Assuming complete conversion of NH3 and CO2 to urea, 0.733 tonnes of CO2 are required per tonne of urea produced.' SIGN CONVENTION: this is CO2 CONSUMED, so SPEC 5 requires it as an explicit NEGATIVE line (-0.733) in the fertiliser module, netted against the ammonia-plant feedstock CO2 - never silently absorbed. The CO2 is re-released downstream when the urea is applied (Vol.4 agriculture), which is outside this project's Scope 1+2 boundary."
stoich_carbon_to_co2,stoichiometric,Carbon to CO2 conversion ratio,tCO2 per tonne C,CO2,3.66667,IPCC 2006 GL Vol.3 Ch.4 (Metal Industry) (Eq. 4.24 variable list) / molar mass,2006 Guidelines,3.667,SPEC 4 pinned constant,exact chemistry,0.01,stoichiometric,"44/12 = 3.66667. Stated verbatim in IPCC 2006 Vol.3 Ch.4 (Equation 4.24 variable list): '44/12 = CO2 molecular mass : carbon atomic mass ratio'. Used for aluminium anode carbon, EAF electrode carbon, and fertiliser feedstock carbon (SPEC 5)."
steam_purchased,steam,Purchased steam / heat (Scope 2),tCO2e per tonne steam,CO2e,,,,,UK DESNZ/DEFRA GHG conversion factors 2026 (full set) 'Heat and steam' (UK grid context only),"2026 (pub. 11 Jun 2026, last upd. 31 Jul 2026)",,TODO,"NO FACTOR ROW BY DESIGN (SPEC 5, line C6). Purchased steam is supplier-specific: the emission factor depends on the supplier's boiler fuel, boiler efficiency and any cogeneration allocation, none of which are properties of a factor library. REQUIRED ENGINE BEHAVIOUR: (1) prefer a supplier-documented tCO2e per tonne (or per GJ) of steam, recorded with its own source+vintage in the calculation trail; (2) fall back to a documented boiler-efficiency reconstruction - steam enthalpy demand / boiler efficiency = fuel energy, then apply the matching fuel_* rows from this file - with the assumed efficiency surfaced as an input and the line flagged 'estimate'; (3) never substitute a generic factor silently. DEFRA 2026 'Heat and steam' publishes 0.17529 kgCO2e/kWh (onsite and district, 2026) but that is a UK-supply-mix number and is NOT applicable to Indian suppliers - it is recorded here as context only, not as a usable default. The boiler-efficiency fallback must be defined in engine/common.py before this line can run."
